,year,value,negative,positive,Topic
,1905,3.54320462585227E-05,,,freedom_frequency
,1906,3.48849477761957E-05,,,freedom_frequency
,1907,3.46112667882283E-05,,,freedom_frequency
,1908,3.39985422864889E-05,,,freedom_frequency
,1909,3.36220759241509E-05,,,freedom_frequency
,1910,3.3407261071261E-05,,,freedom_frequency
,1911,3.30856564687565E-05,,,freedom_frequency
,1912,3.30910515913274E-05,,,freedom_frequency
,1913,3.32808184404192E-05,,,freedom_frequency
,1914,3.43054328238525E-05,,,freedom_frequency
,1915,3.60596339825341E-05,,,freedom_frequency
,1916,3.76193352816959E-05,,,freedom_frequency
,1917,3.86713280542088E-05,,,freedom_frequency
,1918,3.90191136310542E-05,,,freedom_frequency
,1919,3.92556550130913E-05,,,freedom_frequency
,1920,3.94543390679506E-05,,,freedom_frequency
,1921,3.8999074084651E-05,,,freedom_frequency
,1922,3.7712675943372E-05,,,freedom_frequency
,1923,3.69894254877831E-05,,,freedom_frequency
,1924,3.68450076036554E-05,,,freedom_frequency
,1925,3.70929550886753E-05,,,freedom_frequency
,1926,3.74396731785964E-05,,,freedom_frequency
,1927,3.75887471558859E-05,,,freedom_frequency
,1928,3.7406896028967E-05,,,freedom_frequency
,1929,3.78459096412241E-05,,,freedom_frequency
,1930,3.76865433021781E-05,,,freedom_frequency
,1931,3.8170742170353E-05,,,freedom_frequency
,1932,3.8941584144985E-05,,,freedom_frequency
,1933,4.01246969496632E-05,,,freedom_frequency
,1934,4.13693695528699E-05,,,freedom_frequency
,1935,4.29269041757964E-05,,,freedom_frequency
,1936,4.44511980666513E-05,,,freedom_frequency
,1937,4.68155823390199E-05,,,freedom_frequency
,1938,4.90870500340991E-05,,,freedom_frequency
,1939,5.24136277298177E-05,,,freedom_frequency
,1940,5.5452754687784E-05,,,freedom_frequency
,1941,5.83262283596144E-05,,,freedom_frequency
,1942,6.06681226469976E-05,,,freedom_frequency
,1943,6.26318381234471E-05,,,freedom_frequency
,1944,6.42830574569026E-05,,,freedom_frequency
,1945,6.52777234790847E-05,,,freedom_frequency
,1946,6.48324483855894E-05,,,freedom_frequency
,1947,6.45839453292345E-05,,,freedom_frequency
,1948,6.4251892451596E-05,,,freedom_frequency
,1949,6.45686211230766E-05,,,freedom_frequency
,1950,6.46471359816912E-05,,,freedom_frequency
,1951,6.39053344327424E-05,,,freedom_frequency
,1952,6.34446810831183E-05,,,freedom_frequency
,1953,6.34395525724228E-05,,,freedom_frequency
,1954,6.26290015394001E-05,,,freedom_frequency
,1955,6.26562832621858E-05,,,freedom_frequency
,1956,6.20344206773942E-05,,,freedom_frequency
,1957,6.23607078783347E-05,,,freedom_frequency
,1958,6.37562687708331E-05,,,freedom_frequency
,1959,6.46100743324496E-05,,,freedom_frequency
,1960,6.51195264903695E-05,,,freedom_frequency
,1961,6.61121874665176E-05,,,freedom_frequency
,1962,6.65846704837999E-05,,,freedom_frequency
,1963,6.73641261528246E-05,,,freedom_frequency
,1964,6.72893823190991E-05,,,freedom_frequency
,1965,6.70172427947234E-05,,,freedom_frequency
,1966,6.72993243954677E-05,,,freedom_frequency
,1967,6.73121363174037E-05,,,freedom_frequency
,1968,6.67045107028181E-05,,,freedom_frequency
,1969,6.58455891035763E-05,,,freedom_frequency
,1970,6.47408882546837E-05,,,freedom_frequency
,1971,6.35468396857115E-05,,,freedom_frequency
,1972,6.17026084260683E-05,,,freedom_frequency
,1973,5.9583764855883E-05,,,freedom_frequency
,1974,5.77966389495746E-05,,,freedom_frequency
,1975,5.6253564772695E-05,,,freedom_frequency
,1976,5.48252215334547E-05,,,freedom_frequency
,1977,5.36478063232997E-05,,,freedom_frequency
,1978,5.26986966308739E-05,,,freedom_frequency
,1979,5.22719502831543E-05,,,freedom_frequency
,1980,5.17488557047078E-05,,,freedom_frequency
,1981,5.14843429430454E-05,,,freedom_frequency
,1982,5.14095803997147E-05,,,freedom_frequency
,1983,5.16299057510748E-05,,,freedom_frequency
,1984,5.21202725524615E-05,,,freedom_frequency
,1985,5.27918709849473E-05,,,freedom_frequency
,1986,5.30218057974707E-05,,,freedom_frequency
,1987,5.35594169507801E-05,,,freedom_frequency
,1988,5.39501192439015E-05,,,freedom_frequency
,1989,5.4207604469931E-05,,,freedom_frequency
,1990,5.40354012628086E-05,,,freedom_frequency
,1991,5.36721532366106E-05,,,freedom_frequency
,1992,5.33297430333083E-05,,,freedom_frequency
,1993,5.35192858868478E-05,,,freedom_frequency
,1994,5.36934712727089E-05,,,freedom_frequency
,1995,5.40310159392123E-05,,,freedom_frequency
,1996,5.46387933094853E-05,,,freedom_frequency
,1997,5.56134857885939E-05,,,freedom_frequency
,1998,5.62636535808755E-05,,,freedom_frequency
,1999,5.70219548535533E-05,,,freedom_frequency
,2000,5.74675168536487E-05,,,freedom_frequency
,1800,0.00014231812747311800,,,justice_frequency
,1801,0.00014425923873204700,,,justice_frequency
,1802,0.00014735988224856600,,,justice_frequency
,1803,0.00015111995578211300,,,justice_frequency
,1804,0.0001548205244554470,,,justice_frequency
,1805,0.00015970669379125200,,,justice_frequency
,1806,0.00016146357769944800,,,justice_frequency
,1807,0.00016550802891807900,,,justice_frequency
,1808,0.00017041181854438000,,,justice_frequency
,1809,0.00017704131563992400,,,justice_frequency
,1810,0.0001780619807375060,,,justice_frequency
,1811,0.0001805260981200260,,,justice_frequency
,1812,0.0001781700682061330,,,justice_frequency
,1813,0.0001851950738845130,,,justice_frequency
,1814,0.00018734043987933500,,,justice_frequency
,1815,0.00018422285419157000,,,justice_frequency
,1816,0.0001775630724815920,,,justice_frequency
,1817,0.0001772781605333360,,,justice_frequency
,1818,0.00017570889654702400,,,justice_frequency
,1819,0.00017578422973331600,,,justice_frequency
,1820,0.00016694918823694500,,,justice_frequency
,1821,0.00016391795569299100,,,justice_frequency
,1822,0.00016341448021453900,,,justice_frequency
,1823,0.0001646275569718070,,,justice_frequency
,1824,0.0001616618371502100,,,justice_frequency
,1825,0.00015904804500418600,,,justice_frequency
,1826,0.00015691467186635600,,,justice_frequency
,1827,0.0001567650490739780,,,justice_frequency
,1828,0.00015610479333970200,,,justice_frequency
,1829,0.00015137620045737000,,,justice_frequency
,1830,0.00014951947793763700,,,justice_frequency
,1831,0.00014797135372646200,,,justice_frequency
,1832,0.00014678440389356400,,,justice_frequency
,1833,0.00014837180164509600,,,justice_frequency
,1834,0.00014747054124849700,,,justice_frequency
,1835,0.00014588712032751300,,,justice_frequency
,1836,0.00014836770424153700,,,justice_frequency
,1837,0.00014633106184192000,,,justice_frequency
,1838,0.0001453550046010480,,,justice_frequency
,1839,0.00014248316957881400,,,justice_frequency
,1840,0.0001398966186180980,,,justice_frequency
,1841,0.00013776447199883700,,,justice_frequency
,1842,0.0001360797884574690,,,justice_frequency
,1843,0.00013434945555803000,,,justice_frequency
,1844,0.0001313446056363840,,,justice_frequency
,1845,0.00012953544916984200,,,justice_frequency
,1846,0.00012924409280198500,,,justice_frequency
,1847,0.00012729345222136800,,,justice_frequency
,1848,0.00012605592824651700,,,justice_frequency
,1849,0.00012535966691627600,,,justice_frequency
,1850,0.0001249122537306640,,,justice_frequency
,1851,0.00012402715635419400,,,justice_frequency
,1852,0.0001222693286503530,,,justice_frequency
,1853,0.00012168136371266400,,,justice_frequency
,1854,0.00011996762415427400,,,justice_frequency
,1855,0.00011860553890333600,,,justice_frequency
,1856,0.00011672584410657000,,,justice_frequency
,1857,0.0001143572257465820,,,justice_frequency
,1858,0.00011267529979314900,,,justice_frequency
,1859,0.00011093972924365000,,,justice_frequency
,1860,0.0001084747418644840,,,justice_frequency
,1861,0.0001069856682858830,,,justice_frequency
,1862,0.0001048372931628750,,,justice_frequency
,1863,0.00010419903264846700,,,justice_frequency
,1864,0.00010225472942693200,,,justice_frequency
,1865,0.00010142948511721800,,,justice_frequency
,1866,0.00010069370702175200,,,justice_frequency
,1867,0.00010123172251042000,,,justice_frequency
,1868,0.00010098333482996400,,,justice_frequency
,1869,0.00010202637453663300,,,justice_frequency
,1870,0.00010101098242947600,,,justice_frequency
,1871,0.00010112146472757900,,,justice_frequency
,1872,0.00010107995331054600,,,justice_frequency
,1873,0.00010045987021710200,,,justice_frequency
,1874,9.98333832415353E-05,,,justice_frequency
,1875,9.83912375107009E-05,,,justice_frequency
,1876,9.69578717818617E-05,,,justice_frequency
,1877,9.64681603363715E-05,,,justice_frequency
,1878,9.54713572614959E-05,,,justice_frequency
,1879,9.44237243467277E-05,,,justice_frequency
,1880,9.42295955610462E-05,,,justice_frequency
,1881,9.2693604528904E-05,,,justice_frequency
,1882,9.17489721489671E-05,,,justice_frequency
,1883,9.16429281850079E-05,,,justice_frequency
,1884,9.13304237266337E-05,,,justice_frequency
,1885,9.09439560408438E-05,,,justice_frequency
,1886,8.99792212294415E-05,,,justice_frequency
,1887,8.90562909522227E-05,,,justice_frequency
,1888,8.79362341947854E-05,,,justice_frequency
,1889,8.75523598681736E-05,,,justice_frequency
,1890,8.5102252861751E-05,,,justice_frequency
,1891,8.316043386003E-05,,,justice_frequency
,1892,8.21035968588798E-05,,,justice_frequency
,1893,8.14563713252678E-05,,,justice_frequency
,1894,8.04703865599419E-05,,,justice_frequency
,1895,8.03048647607544E-05,,,justice_frequency
,1896,8.00649941083975E-05,,,justice_frequency
,1897,7.99651149593826E-05,,,justice_frequency
,1898,7.97280517872423E-05,,,justice_frequency
,1899,7.84704170655459E-05,,,justice_frequency
,1900,7.73358333390206E-05,,,justice_frequency
,1901,7.60130444957343E-05,,,justice_frequency
,1902,7.43025770394265E-05,,,justice_frequency
,1903,7.31080778807934E-05,,,justice_frequency
,1904,7.25256260401303E-05,,,justice_frequency
,1905,7.13143266953661E-05,,,justice_frequency
,1906,7.0803112716281E-05,,,justice_frequency
,1907,7.03676196280867E-05,,,justice_frequency
,1908,6.96968833965782E-05,,,justice_frequency
,1909,6.95634309002864E-05,,,justice_frequency
,1910,6.79371966855667E-05,,,justice_frequency
,1911,6.67443668394948E-05,,,justice_frequency
,1912,6.61952586337325E-05,,,justice_frequency
,1913,6.47677687603781E-05,,,justice_frequency
,1914,6.36505964004235E-05,,,justice_frequency
,1915,6.35062039821475E-05,,,justice_frequency
,1916,6.28927326553302E-05,,,justice_frequency
,1917,6.23969317530282E-05,,,justice_frequency
,1918,6.10277269775647E-05,,,justice_frequency
,1919,5.94763649652513E-05,,,justice_frequency
,1920,5.84237433421159E-05,,,justice_frequency
,1921,5.73000719928781E-05,,,justice_frequency
,1922,5.5897358834045E-05,,,justice_frequency
,1923,5.4587736875484E-05,,,justice_frequency
,1924,5.36308512632136E-05,,,justice_frequency
,1925,5.27832671650685E-05,,,justice_frequency
,1926,5.19691815757791E-05,,,justice_frequency
,1927,5.13614795636386E-05,,,justice_frequency
,1928,5.07962202911066E-05,,,justice_frequency
,1929,5.01825930509118E-05,,,justice_frequency
,1930,4.88557941155575E-05,,,justice_frequency
,1931,4.83727495260869E-05,,,justice_frequency
,1932,4.76675507213388E-05,,,justice_frequency
,1933,4.70391860289965E-05,,,justice_frequency
,1934,4.6639430365758E-05,,,justice_frequency
,1935,4.63285042704748E-05,,,justice_frequency
,1936,4.54818702045096E-05,,,justice_frequency
,1937,4.54030315657812E-05,,,justice_frequency
,1938,4.45813394825174E-05,,,justice_frequency
,1939,4.4076722198432E-05,,,justice_frequency
,1940,4.37202018344708E-05,,,justice_frequency
,1941,4.27848379851119E-05,,,justice_frequency
,1942,4.21778038019381E-05,,,justice_frequency
,1943,4.16409124487213E-05,,,justice_frequency
,1944,4.14748990026835E-05,,,justice_frequency
,1945,4.12495927386252E-05,,,justice_frequency
,1946,4.12259619874281E-05,,,justice_frequency
,1947,4.11974178859964E-05,,,justice_frequency
,1948,4.09171168160226E-05,,,justice_frequency
,1949,4.11810506193433E-05,,,justice_frequency
,1950,4.0907126406507E-05,,,justice_frequency
,1951,4.02365512854885E-05,,,justice_frequency
,1952,3.99086431051338E-05,,,justice_frequency
,1953,3.93580609982434E-05,,,justice_frequency
,1954,3.8952666467854E-05,,,justice_frequency
,1955,3.86548542467478E-05,,,justice_frequency
,1956,3.75578232966031E-05,,,justice_frequency
,1957,3.74430949575201E-05,,,justice_frequency
,1958,3.72527257630801E-05,,,justice_frequency
,1959,3.71398668253927E-05,,,justice_frequency
,1960,3.74187672735258E-05,,,justice_frequency
,1961,3.73716970248747E-05,,,justice_frequency
,1962,3.78701349421005E-05,,,justice_frequency
,1963,3.8424594614688E-05,,,justice_frequency
,1964,3.9048169128364E-05,,,justice_frequency
,1965,4.0091853796704E-05,,,justice_frequency
,1966,4.14240447363617E-05,,,justice_frequency
,1967,4.2388560229613E-05,,,justice_frequency
,1968,4.36263175548187E-05,,,justice_frequency
,1969,4.37972885265481E-05,,,justice_frequency
,1970,4.3947380098481E-05,,,justice_frequency
,1971,4.41108022641856E-05,,,justice_frequency
,1972,4.35890490604964E-05,,,justice_frequency
,1973,4.30065540837989E-05,,,justice_frequency
,1974,4.21616153159578E-05,,,justice_frequency
,1975,4.13233314507774E-05,,,justice_frequency
,1976,4.10721716304709E-05,,,justice_frequency
,1977,4.04440860230742E-05,,,justice_frequency
,1978,3.98724415780245E-05,,,justice_frequency
,1979,3.94249883746462E-05,,,justice_frequency
,1980,3.87052334969797E-05,,,justice_frequency
,1981,3.83132838968387E-05,,,justice_frequency
,1982,3.77846377627325E-05,,,justice_frequency
,1983,3.74385516417013E-05,,,justice_frequency
,1984,3.75131296875354E-05,,,justice_frequency
,1985,3.7122105173434E-05,,,justice_frequency
,1986,3.71935717079655E-05,,,justice_frequency
,1987,3.73673418445313E-05,,,justice_frequency
,1988,3.78588514909747E-05,,,justice_frequency
,1989,3.82669568352867E-05,,,justice_frequency
,1990,3.88994688234691E-05,,,justice_frequency
,1991,3.93268185559594E-05,,,justice_frequency
,1992,4.03858549751541E-05,,,justice_frequency
,1993,4.14032380961414E-05,,,justice_frequency
,1994,4.25185306604752E-05,,,justice_frequency
,1995,4.39533786058226E-05,,,justice_frequency
,1996,4.57457962121615E-05,,,justice_frequency
,1997,4.72380161227193E-05,,,justice_frequency
,1998,4.82177474623313E-05,,,justice_frequency
,1999,4.91073689772748E-05,,,justice_frequency
,2000,5.01083268318325E-05,,,justice_frequency
,1800,0.00013182602924644000,,,liberty_frequency
,1801,0.0001325033634202560,,,liberty_frequency
,1802,0.00013392070589664700,,,liberty_frequency
,1803,0.00013357364098608000,,,liberty_frequency
,1804,0.00013440127284931300,,,liberty_frequency
,1805,0.00013251340507330100,,,liberty_frequency
,1806,0.0001311799673463350,,,liberty_frequency
,1807,0.00013334576630898400,,,liberty_frequency
,1808,0.0001340378907376100,,,liberty_frequency
,1809,0.00013317911153925300,,,liberty_frequency
,1810,0.0001338706455758910,,,liberty_frequency
,1811,0.00013433021584725300,,,liberty_frequency
,1812,0.0001328705922268070,,,liberty_frequency
,1813,0.00013422536929803200,,,liberty_frequency
,1814,0.00013636154264012100,,,liberty_frequency
,1815,0.00013523629916432700,,,liberty_frequency
,1816,0.00013265498273540300,,,liberty_frequency
,1817,0.00013121485868136300,,,liberty_frequency
,1818,0.0001281615488031610,,,liberty_frequency
,1819,0.0001289870644021510,,,liberty_frequency
,1820,0.00012724300696780600,,,liberty_frequency
,1821,0.00012393877633647700,,,liberty_frequency
,1822,0.0001228542033849020,,,liberty_frequency
,1823,0.0001236821013402990,,,liberty_frequency
,1824,0.0001224509282370230,,,liberty_frequency
,1825,0.00012257043376199100,,,liberty_frequency
,1826,0.00012037819812706300,,,liberty_frequency
,1827,0.00011878538394479900,,,liberty_frequency
,1828,0.00011748008962188400,,,liberty_frequency
,1829,0.00011275600055731600,,,liberty_frequency
,1830,0.000111261652948867,,,liberty_frequency
,1831,0.0001096239554629260,,,liberty_frequency
,1832,0.00010843068074401700,,,liberty_frequency
,1833,0.00010816853734598100,,,liberty_frequency
,1834,0.00010647108761726700,,,liberty_frequency
,1835,0.00010427856094403500,,,liberty_frequency
,1836,0.0001058552079484800,,,liberty_frequency
,1837,0.00010494764241489700,,,liberty_frequency
,1838,0.00010401958882409500,,,liberty_frequency
,1839,0.00010180251203045000,,,liberty_frequency
,1840,9.94929578155279E-05,,,liberty_frequency
,1841,9.92348203518694E-05,,,liberty_frequency
,1842,9.82796752526026E-05,,,liberty_frequency
,1843,9.73936559083606E-05,,,liberty_frequency
,1844,9.57159209065139E-05,,,liberty_frequency
,1845,9.61306681607052E-05,,,liberty_frequency
,1846,9.68612834445334E-05,,,liberty_frequency
,1847,9.63400078554904E-05,,,liberty_frequency
,1848,9.60109069377982E-05,,,liberty_frequency
,1849,9.67720666916908E-05,,,liberty_frequency
,1850,9.71757482537734E-05,,,liberty_frequency
,1851,9.74416096661506E-05,,,liberty_frequency
,1852,9.53448273191628E-05,,,liberty_frequency
,1853,9.48227503353597E-05,,,liberty_frequency
,1854,9.29342921673586E-05,,,liberty_frequency
,1855,9.00859574487965E-05,,,liberty_frequency
,1856,8.76216935077017E-05,,,liberty_frequency
,1857,8.50835941881607E-05,,,liberty_frequency
,1858,8.29254193896694E-05,,,liberty_frequency
,1859,8.1343471330391E-05,,,liberty_frequency
,1860,7.97169393211204E-05,,,liberty_frequency
,1861,7.96055672773426E-05,,,liberty_frequency
,1862,7.90949083498812E-05,,,liberty_frequency
,1863,7.86507100981128E-05,,,liberty_frequency
,1864,7.70716932103304E-05,,,liberty_frequency
,1865,7.54844919096545E-05,,,liberty_frequency
,1866,7.38178059691563E-05,,,liberty_frequency
,1867,7.14928620644579E-05,,,liberty_frequency
,1868,6.96677099248128E-05,,,liberty_frequency
,1869,6.76009445409623E-05,,,liberty_frequency
,1870,6.51717460381665E-05,,,liberty_frequency
,1871,6.33744602964725E-05,,,liberty_frequency
,1872,6.20837485517508E-05,,,liberty_frequency
,1873,6.13007520899243E-05,,,liberty_frequency
,1874,6.04774935969285E-05,,,liberty_frequency
,1875,5.87717279683732E-05,,,liberty_frequency
,1876,5.80532650928944E-05,,,liberty_frequency
,1877,5.76844956542897E-05,,,liberty_frequency
,1878,5.73288665951363E-05,,,liberty_frequency
,1879,5.6168574831515E-05,,,liberty_frequency
,1880,5.51927244357233E-05,,,liberty_frequency
,1881,5.44547110621352E-05,,,liberty_frequency
,1882,5.36841081546819E-05,,,liberty_frequency
,1883,5.27461592615249E-05,,,liberty_frequency
,1884,5.17645255188524E-05,,,liberty_frequency
,1885,5.11078168139128E-05,,,liberty_frequency
,1886,5.06857250002213E-05,,,liberty_frequency
,1887,5.00094112274902E-05,,,liberty_frequency
,1888,4.8861101926637E-05,,,liberty_frequency
,1889,4.82174343362983E-05,,,liberty_frequency
,1890,4.77161468422439E-05,,,liberty_frequency
,1891,4.73409314249044E-05,,,liberty_frequency
,1892,4.63800746989104E-05,,,liberty_frequency
,1893,4.55885118364157E-05,,,liberty_frequency
,1894,4.47066356303237E-05,,,liberty_frequency
,1895,4.46731683041435E-05,,,liberty_frequency
,1896,4.54723568899291E-05,,,liberty_frequency
,1897,4.60336965001521E-05,,,liberty_frequency
,1898,4.57407633283375E-05,,,liberty_frequency
,1899,4.56691439986961E-05,,,liberty_frequency
,1900,4.5321220178656E-05,,,liberty_frequency
,1901,4.55032100684808E-05,,,liberty_frequency
,1902,4.47054496492326E-05,,,liberty_frequency
,1903,4.30802127604173E-05,,,liberty_frequency
,1904,4.13565295665259E-05,,,liberty_frequency
,1905,4.00960385117547E-05,,,liberty_frequency
,1906,3.91519778142018E-05,,,liberty_frequency
,1907,3.85061783682821E-05,,,liberty_frequency
,1908,3.69320223398972E-05,,,liberty_frequency
,1909,3.63460499751714E-05,,,liberty_frequency
,1910,3.53831596190243E-05,,,liberty_frequency
,1911,3.46756642102264E-05,,,liberty_frequency
,1912,3.39019206876401E-05,,,liberty_frequency
,1913,3.34204809665347E-05,,,liberty_frequency
,1914,3.35920059504653E-05,,,liberty_frequency
,1915,3.48103063255881E-05,,,liberty_frequency
,1916,3.50680415327328E-05,,,liberty_frequency
,1917,3.51566450262908E-05,,,liberty_frequency
,1918,3.47307380122532E-05,,,liberty_frequency
,1919,3.42720047358723E-05,,,liberty_frequency
,1920,3.37538562494696E-05,,,liberty_frequency
,1921,3.26579806174517E-05,,,liberty_frequency
,1922,3.0800569220446E-05,,,liberty_frequency
,1923,2.99659082624463E-05,,,liberty_frequency
,1924,2.95399256304206E-05,,,liberty_frequency
,1925,2.92905091815296E-05,,,liberty_frequency
,1926,2.89806601878289E-05,,,liberty_frequency
,1927,2.86245335051457E-05,,,liberty_frequency
,1928,2.77501299673791E-05,,,liberty_frequency
,1929,2.74234789685579E-05,,,liberty_frequency
,1930,2.62323537754128E-05,,,liberty_frequency
,1931,2.60021442954894E-05,,,liberty_frequency
,1932,2.58170423746508E-05,,,liberty_frequency
,1933,2.58177671120003E-05,,,liberty_frequency
,1934,2.57303875384553E-05,,,liberty_frequency
,1935,2.61985865758366E-05,,,liberty_frequency
,1936,2.64450812080343E-05,,,liberty_frequency
,1937,2.70409054792253E-05,,,liberty_frequency
,1938,2.69672501807301E-05,,,liberty_frequency
,1939,2.7211701048405E-05,,,liberty_frequency
,1940,2.72302752689159E-05,,,liberty_frequency
,1941,2.69612410193076E-05,,,liberty_frequency
,1942,2.64131631411146E-05,,,liberty_frequency
,1943,2.59763320562862E-05,,,liberty_frequency
,1944,2.52952151121073E-05,,,liberty_frequency
,1945,2.47036108963325E-05,,,liberty_frequency
,1946,2.40828404847499E-05,,,liberty_frequency
,1947,2.37386684602825E-05,,,liberty_frequency
,1948,2.32523647615121E-05,,,liberty_frequency
,1949,2.32824066707898E-05,,,liberty_frequency
,1950,2.27589347819698E-05,,,liberty_frequency
,1951,2.2159931177157E-05,,,liberty_frequency
,1952,2.15857702901953E-05,,,liberty_frequency
,1953,2.09474515681255E-05,,,liberty_frequency
,1954,2.01615808431857E-05,,,liberty_frequency
,1955,1.97286730586451E-05,,,liberty_frequency
,1956,1.89085959781161E-05,,,liberty_frequency
,1957,1.86659459099506E-05,,,liberty_frequency
,1958,1.88589897983807E-05,,,liberty_frequency
,1959,1.89395606347326E-05,,,liberty_frequency
,1960,1.90893715625862E-05,,,liberty_frequency
,1961,1.93445102922851E-05,,,liberty_frequency
,1962,1.99400993941319E-05,,,liberty_frequency
,1963,2.02845372509078E-05,,,liberty_frequency
,1964,2.07059375887703E-05,,,liberty_frequency
,1965,2.14701963808953E-05,,,liberty_frequency
,1966,2.23094113087947E-05,,,liberty_frequency
,1967,2.28573800476235E-05,,,liberty_frequency
,1968,2.27300598843223E-05,,,liberty_frequency
,1969,2.19328181369097E-05,,,liberty_frequency
,1970,2.11076180026534E-05,,,liberty_frequency
,1971,2.00219340383358E-05,,,liberty_frequency
,1972,1.84012954248049E-05,,,liberty_frequency
,1973,1.68471611427127E-05,,,liberty_frequency
,1974,1.53397151214969E-05,,,liberty_frequency
,1975,1.4442462088482E-05,,,liberty_frequency
,1976,1.37405156367874E-05,,,liberty_frequency
,1977,1.32522315782678E-05,,,liberty_frequency
,1978,1.287141458306E-05,,,liberty_frequency
,1979,1.25427936187147E-05,,,liberty_frequency
,1980,1.21364694548122E-05,,,liberty_frequency
,1981,1.19326644250707E-05,,,liberty_frequency
,1982,1.17092469216524E-05,,,liberty_frequency
,1983,1.17013679690509E-05,,,liberty_frequency
,1984,1.18669000325359E-05,,,liberty_frequency
,1985,1.20008648342004E-05,,,liberty_frequency
,1986,1.20967911893136E-05,,,liberty_frequency
,1987,1.21614991387885E-05,,,liberty_frequency
,1988,1.22175373949826E-05,,,liberty_frequency
,1989,1.22467703736869E-05,,,liberty_frequency
,1990,1.228886386733E-05,,,liberty_frequency
,1991,1.20863703289485E-05,,,liberty_frequency
,1992,1.20508628762244E-05,,,liberty_frequency
,1993,1.2259496803121E-05,,,liberty_frequency
,1994,1.23741935697451E-05,,,liberty_frequency
,1995,1.27657044036563E-05,,,liberty_frequency
,1996,1.32459737350083E-05,,,liberty_frequency
,1997,1.35700826961381E-05,,,liberty_frequency
,1998,1.39190143878902E-05,,,liberty_frequency
,1999,1.42805169161875E-05,,,liberty_frequency
,2000,1.44344389809703E-05,,,liberty_frequency
