State,Station,Year,Ridership
Louisiana,"Lake Charles, Louisiana",2018-01-01,3782.0
Louisiana,"Lake Charles, Louisiana",2019-01-01,4070.0
Louisiana,"Lake Charles, Louisiana",2020-01-01,2148.0
Louisiana,"Lake Charles, Louisiana",2021-01-01,2721.0
Louisiana,"Lake Charles, Louisiana",2022-01-01,2550.0
Florida,"Lake City, Florida",2005-01-01,281.0
Florida,"Lakeland, Florida",2005-01-01,6569.0
Florida,"Lakeland, Florida",2006-01-01,7857.0
Florida,"Lakeland, Florida",2007-01-01,20276.0
Florida,"Lakeland, Florida",2008-01-01,24179.0
Florida,"Lakeland, Florida",2009-01-01,22212.0
Florida,"Lakeland, Florida",2010-01-01,24220.0
Florida,"Lakeland, Florida",2011-01-01,24696.0
Florida,"Lakeland, Florida",2012-01-01,25630.0
Florida,"Lakeland, Florida",2013-01-01,22829.0
Florida,"Lakeland, Florida",2014-01-01,21816.0
Florida,"Lakeland, Florida",2015-01-01,21526.0
Florida,"Lakeland, Florida",2016-01-01,20475.0
Florida,"Lakeland, Florida",2017-01-01,19479.0
Florida,"Lakeland, Florida",2018-01-01,18924.0
Florida,"Lakeland, Florida",2019-01-01,19186.0
Florida,"Lakeland, Florida",2020-01-01,10733.0
Florida,"Lakeland, Florida",2021-01-01,7851.0
Florida,"Lakeland, Florida",2022-01-01,16803.0
Colorado,"Lamar, Colorado",2005-01-01,1015.0
Colorado,"Lamar, Colorado",2006-01-01,946.0
Colorado,"Lamar, Colorado",2007-01-01,1683.0
Colorado,"Lamar, Colorado",2008-01-01,1644.0
Colorado,"Lamar, Colorado",2009-01-01,1722.0
Colorado,"Lamar, Colorado",2010-01-01,1897.0
Colorado,"Lamar, Colorado",2011-01-01,1840.0
Colorado,"Lamar, Colorado",2012-01-01,1936.0
Colorado,"Lamar, Colorado",2013-01-01,1823.0
Colorado,"Lamar, Colorado",2014-01-01,1812.0
Colorado,"Lamar, Colorado",2015-01-01,1928.0
Colorado,"Lamar, Colorado",2016-01-01,1879.0
Colorado,"Lamar, Colorado",2017-01-01,1673.0
Colorado,"Lamar, Colorado",2018-01-01,1588.0
Colorado,"Lamar, Colorado",2019-01-01,1573.0
Colorado,"Lamar, Colorado",2020-01-01,1028.0
Colorado,"Lamar, Colorado",2021-01-01,673.0
Colorado,"Lamar, Colorado",2022-01-01,915.0
New Mexico,"Lamy (Santa Fe), New Mexico",2018-01-01,9731.0
New Mexico,"Lamy (Santa Fe), New Mexico",2019-01-01,9064.0
New Mexico,"Lamy (Santa Fe), New Mexico",2020-01-01,4895.0
New Mexico,"Lamy (Santa Fe), New Mexico",2021-01-01,3771.0
New Mexico,"Lamy (Santa Fe), New Mexico",2022-01-01,6115.0
New Mexico,"Lamy, New Mexico",2005-01-01,6561.0
New Mexico,"Lamy, New Mexico",2006-01-01,6148.0
New Mexico,"Lamy, New Mexico",2007-01-01,12506.0
New Mexico,"Lamy, New Mexico",2008-01-01,13976.0
New Mexico,"Lamy, New Mexico",2009-01-01,13012.0
New Mexico,"Lamy, New Mexico",2010-01-01,13056.0
New Mexico,"Lamy, New Mexico",2011-01-01,12579.0
New Mexico,"Lamy, New Mexico",2012-01-01,12589.0
New Mexico,"Lamy, New Mexico",2013-01-01,12551.0
New Mexico,"Lamy, New Mexico",2014-01-01,11655.0
New Mexico,"Lamy, New Mexico",2015-01-01,12390.0
New Mexico,"Lamy, New Mexico",2016-01-01,11373.0
New Mexico,"Lamy, New Mexico",2017-01-01,10768.0
Pennsylvania,"Lancaster, Pennsylvania",2005-01-01,166827.0
Pennsylvania,"Lancaster, Pennsylvania",2006-01-01,183817.0
Pennsylvania,"Lancaster, Pennsylvania",2007-01-01,420524.0
Pennsylvania,"Lancaster, Pennsylvania",2008-01-01,484102.0
Pennsylvania,"Lancaster, Pennsylvania",2009-01-01,492629.0
Pennsylvania,"Lancaster, Pennsylvania",2010-01-01,514971.0
Pennsylvania,"Lancaster, Pennsylvania",2011-01-01,539338.0
Pennsylvania,"Lancaster, Pennsylvania",2012-01-01,559364.0
Pennsylvania,"Lancaster, Pennsylvania",2013-01-01,578731.0
Pennsylvania,"Lancaster, Pennsylvania",2014-01-01,529409.0
Pennsylvania,"Lancaster, Pennsylvania",2015-01-01,541252.0
Pennsylvania,"Lancaster, Pennsylvania",2016-01-01,560257.0
Pennsylvania,"Lancaster, Pennsylvania",2017-01-01,556836.0
Pennsylvania,"Lancaster, Pennsylvania",2018-01-01,567919.0
Pennsylvania,"Lancaster, Pennsylvania",2019-01-01,577305.0
Pennsylvania,"Lancaster, Pennsylvania",2020-01-01,298202.0
Pennsylvania,"Lancaster, Pennsylvania",2021-01-01,179294.0
Pennsylvania,"Lancaster, Pennsylvania",2022-01-01,305698.0
Michigan,"Lapeer, Michigan",2005-01-01,2815.0
Michigan,"Lapeer, Michigan",2006-01-01,3354.0
Michigan,"Lapeer, Michigan",2007-01-01,6695.0
Michigan,"Lapeer, Michigan",2008-01-01,7473.0
Michigan,"Lapeer, Michigan",2009-01-01,7023.0
Michigan,"Lapeer, Michigan",2010-01-01,8152.0
Michigan,"Lapeer, Michigan",2011-01-01,9309.0
Michigan,"Lapeer, Michigan",2012-01-01,9940.0
Michigan,"Lapeer, Michigan",2013-01-01,9997.0
Michigan,"Lapeer, Michigan",2014-01-01,10774.0
Michigan,"Lapeer, Michigan",2015-01-01,9527.0
Michigan,"Lapeer, Michigan",2016-01-01,9396.0
Michigan,"Lapeer, Michigan",2017-01-01,9406.0
Michigan,"Lapeer, Michigan",2018-01-01,8948.0
Michigan,"Lapeer, Michigan",2019-01-01,9008.0
Michigan,"Lapeer, Michigan",2020-01-01,4940.0
Michigan,"Lapeer, Michigan",2021-01-01,4232.0
Michigan,"Lapeer, Michigan",2022-01-01,6831.0
New Mexico,"Las Vegas, New Mexico",2005-01-01,1576.0
New Mexico,"Las Vegas, New Mexico",2006-01-01,1965.0
New Mexico,"Las Vegas, New Mexico",2007-01-01,4290.0
New Mexico,"Las Vegas, New Mexico",2008-01-01,4280.0
New Mexico,"Las Vegas, New Mexico",2009-01-01,4456.0
New Mexico,"Las Vegas, New Mexico",2010-01-01,4491.0
New Mexico,"Las Vegas, New Mexico",2011-01-01,4952.0
New Mexico,"Las Vegas, New Mexico",2012-01-01,5653.0
New Mexico,"Las Vegas, New Mexico",2013-01-01,5376.0
New Mexico,"Las Vegas, New Mexico",2014-01-01,5047.0
New Mexico,"Las Vegas, New Mexico",2015-01-01,5345.0
New Mexico,"Las Vegas, New Mexico",2016-01-01,4851.0
New Mexico,"Las Vegas, New Mexico",2017-01-01,4487.0
New Mexico,"Las Vegas, New Mexico",2018-01-01,4630.0
New Mexico,"Las Vegas, New Mexico",2019-01-01,4648.0
New Mexico,"Las Vegas, New Mexico",2020-01-01,3054.0
New Mexico,"Las Vegas, New Mexico",2021-01-01,1830.0
New Mexico,"Las Vegas, New Mexico",2022-01-01,3051.0
Pennsylvania,"Latrobe, Pennsylvania",2005-01-01,1463.0
Pennsylvania,"Latrobe, Pennsylvania",2006-01-01,1797.0
Pennsylvania,"Latrobe, Pennsylvania",2007-01-01,3155.0
Pennsylvania,"Latrobe, Pennsylvania",2008-01-01,4253.0
Pennsylvania,"Latrobe, Pennsylvania",2009-01-01,4224.0
Pennsylvania,"Latrobe, Pennsylvania",2010-01-01,4118.0
Pennsylvania,"Latrobe, Pennsylvania",2011-01-01,4384.0
Pennsylvania,"Latrobe, Pennsylvania",2012-01-01,4669.0
Pennsylvania,"Latrobe, Pennsylvania",2013-01-01,4447.0
Pennsylvania,"Latrobe, Pennsylvania",2014-01-01,4631.0
Pennsylvania,"Latrobe, Pennsylvania",2015-01-01,4850.0
Pennsylvania,"Latrobe, Pennsylvania",2016-01-01,4538.0
Pennsylvania,"Latrobe, Pennsylvania",2017-01-01,4246.0
Pennsylvania,"Latrobe, Pennsylvania",2018-01-01,4068.0
Pennsylvania,"Latrobe, Pennsylvania",2019-01-01,4523.0
Pennsylvania,"Latrobe, Pennsylvania",2020-01-01,2293.0
Pennsylvania,"Latrobe, Pennsylvania",2021-01-01,1608.0
Pennsylvania,"Latrobe, Pennsylvania",2022-01-01,2706.0
Mississippi,"Laurel, Mississippi",2005-01-01,1813.0
Mississippi,"Laurel, Mississippi",2006-01-01,1727.0
Mississippi,"Laurel, Mississippi",2007-01-01,4956.0
Mississippi,"Laurel, Mississippi",2009-01-01,5367.0
Mississippi,"Laurel, Mississippi",2010-01-01,5647.0
Mississippi,"Laurel, Mississippi",2011-01-01,5603.0
Mississippi,"Laurel, Mississippi",2012-01-01,5484.0
Mississippi,"Laurel, Mississippi",2013-01-01,5264.0
Mississippi,"Laurel, Mississippi",2014-01-01,4487.0
Mississippi,"Laurel, Mississippi",2015-01-01,3650.0
Mississippi,"Laurel, Mississippi",2016-01-01,3575.0
Mississippi,"Laurel, Mississippi",2017-01-01,3614.0
Mississippi,"Laurel, Mississippi",2018-01-01,3924.0
Mississippi,"Laurel, Mississippi",2019-01-01,3715.0
Mississippi,"Laurel, Mississippi",2020-01-01,2035.0
Mississippi,"Laurel, Mississippi",2021-01-01,1474.0
Mississippi,"Laurel, Mississippi",2022-01-01,2054.0
Kansas,"Lawrence, Kansas",2005-01-01,1666.0
Kansas,"Lawrence, Kansas",2006-01-01,1559.0
Kansas,"Lawrence, Kansas",2007-01-01,3732.0
Kansas,"Lawrence, Kansas",2008-01-01,4008.0
Kansas,"Lawrence, Kansas",2009-01-01,4500.0
Kansas,"Lawrence, Kansas",2010-01-01,5096.0
Kansas,"Lawrence, Kansas",2011-01-01,6410.0
Kansas,"Lawrence, Kansas",2012-01-01,6608.0
Kansas,"Lawrence, Kansas",2013-01-01,7204.0
Kansas,"Lawrence, Kansas",2014-01-01,8017.0
Kansas,"Lawrence, Kansas",2015-01-01,8319.0
Kansas,"Lawrence, Kansas",2016-01-01,8465.0
Kansas,"Lawrence, Kansas",2017-01-01,9834.0
Kansas,"Lawrence, Kansas",2018-01-01,8362.0
Kansas,"Lawrence, Kansas",2019-01-01,8389.0
Kansas,"Lawrence, Kansas",2020-01-01,4973.0
Kansas,"Lawrence, Kansas",2021-01-01,2752.0
Kansas,"Lawrence, Kansas",2022-01-01,5331.0
Washington,"Leavenworth, Washington",2005-01-01,4440.0
Washington,"Leavenworth, Washington",2006-01-01,4440.0
Washington,"Leavenworth, Washington",2009-01-01,80.0
Washington,"Leavenworth, Washington",2010-01-01,9574.0
Washington,"Leavenworth, Washington",2011-01-01,8028.0
Washington,"Leavenworth, Washington",2012-01-01,12751.0
Washington,"Leavenworth, Washington",2013-01-01,9231.0
Washington,"Leavenworth, Washington",2014-01-01,11307.0
Washington,"Leavenworth, Washington",2015-01-01,7538.0
Washington,"Leavenworth, Washington",2016-01-01,7957.0
Washington,"Leavenworth, Washington",2017-01-01,8219.0
Washington,"Leavenworth, Washington",2018-01-01,7584.0
Washington,"Leavenworth, Washington",2019-01-01,7443.0
Washington,"Leavenworth, Washington",2020-01-01,6044.0
Washington,"Leavenworth, Washington",2021-01-01,3596.0
Washington,"Leavenworth, Washington",2022-01-01,6624.0
Missouri,"Lee’s Summit, Missouri",2005-01-01,10122.0
Missouri,"Lee’s Summit, Missouri",2006-01-01,8811.0
Missouri,"Lee’s Summit, Missouri",2007-01-01,16253.0
Missouri,"Lee’s Summit, Missouri",2008-01-01,22359.0
Missouri,"Lee’s Summit, Missouri",2009-01-01,21360.0
Missouri,"Lee’s Summit, Missouri",2010-01-01,26139.0
Missouri,"Lee’s Summit, Missouri",2011-01-01,27647.0
Missouri,"Lee’s Summit, Missouri",2012-01-01,30299.0
Missouri,"Lee’s Summit, Missouri",2013-01-01,31074.0
Missouri,"Lee’s Summit, Missouri",2014-01-01,29396.0
Missouri,"Lee’s Summit, Missouri",2015-01-01,28831.0
Missouri,"Lee’s Summit, Missouri",2016-01-01,26838.0
Missouri,"Lee’s Summit, Missouri",2017-01-01,27402.0
Missouri,"Lee’s Summit, Missouri",2018-01-01,26811.0
Missouri,"Lee’s Summit, Missouri",2019-01-01,24151.0
Missouri,"Lee’s Summit, Missouri",2020-01-01,13979.0
Missouri,"Lee’s Summit, Missouri",2021-01-01,11634.0
Missouri,"Lee’s Summit, Missouri",2022-01-01,17215.0
Pennsylvania,"Lewistown, Pennsylvania",2005-01-01,3563.0
Pennsylvania,"Lewistown, Pennsylvania",2006-01-01,4148.0
Pennsylvania,"Lewistown, Pennsylvania",2007-01-01,11005.0
Pennsylvania,"Lewistown, Pennsylvania",2008-01-01,10674.0
Pennsylvania,"Lewistown, Pennsylvania",2009-01-01,10118.0
Pennsylvania,"Lewistown, Pennsylvania",2010-01-01,9238.0
Pennsylvania,"Lewistown, Pennsylvania",2011-01-01,8200.0
Pennsylvania,"Lewistown, Pennsylvania",2012-01-01,8315.0
Pennsylvania,"Lewistown, Pennsylvania",2013-01-01,9102.0
Pennsylvania,"Lewistown, Pennsylvania",2014-01-01,9375.0
Pennsylvania,"Lewistown, Pennsylvania",2015-01-01,9125.0
Pennsylvania,"Lewistown, Pennsylvania",2016-01-01,9514.0
Pennsylvania,"Lewistown, Pennsylvania",2017-01-01,9147.0
Pennsylvania,"Lewistown, Pennsylvania",2018-01-01,8676.0
Pennsylvania,"Lewistown, Pennsylvania",2019-01-01,8249.0
Pennsylvania,"Lewistown, Pennsylvania",2020-01-01,4706.0
Pennsylvania,"Lewistown, Pennsylvania",2021-01-01,5016.0
Pennsylvania,"Lewistown, Pennsylvania",2022-01-01,8287.0
North Carolina,"Lexington, North Carolina (Special Stop)",2005-01-01,85.0
North Carolina,"Lexington, North Carolina (Special Stop)",2006-01-01,160.0
Montana,"Libby, Montana",2005-01-01,2779.0
Montana,"Libby, Montana",2006-01-01,2814.0
Montana,"Libby, Montana",2007-01-01,5360.0
Montana,"Libby, Montana",2008-01-01,6062.0
Montana,"Libby, Montana",2009-01-01,5393.0
Montana,"Libby, Montana",2010-01-01,5342.0
Montana,"Libby, Montana",2011-01-01,5072.0
Montana,"Libby, Montana",2012-01-01,6626.0
Montana,"Libby, Montana",2013-01-01,6490.0
Montana,"Libby, Montana",2014-01-01,5416.0
Montana,"Libby, Montana",2015-01-01,4793.0
Montana,"Libby, Montana",2016-01-01,4963.0
Montana,"Libby, Montana",2017-01-01,5068.0
Montana,"Libby, Montana",2018-01-01,4958.0
Montana,"Libby, Montana",2019-01-01,5450.0
Montana,"Libby, Montana",2020-01-01,3109.0
Montana,"Libby, Montana",2021-01-01,2702.0
Montana,"Libby, Montana",2022-01-01,3323.0
Illinois,"Lincoln, Illinois",2005-01-01,7421.0
Illinois,"Lincoln, Illinois",2006-01-01,7540.0
Illinois,"Lincoln, Illinois",2007-01-01,19497.0
Illinois,"Lincoln, Illinois",2008-01-01,20703.0
Illinois,"Lincoln, Illinois",2009-01-01,21431.0
Illinois,"Lincoln, Illinois",2010-01-01,23723.0
Illinois,"Lincoln, Illinois",2011-01-01,17541.0
Illinois,"Lincoln, Illinois",2012-01-01,22473.0
Illinois,"Lincoln, Illinois",2013-01-01,25393.0
Illinois,"Lincoln, Illinois",2014-01-01,25587.0
Illinois,"Lincoln, Illinois",2015-01-01,23333.0
Illinois,"Lincoln, Illinois",2016-01-01,21245.0
Illinois,"Lincoln, Illinois",2017-01-01,21896.0
Illinois,"Lincoln, Illinois",2018-01-01,23581.0
Illinois,"Lincoln, Illinois",2019-01-01,22869.0
Illinois,"Lincoln, Illinois",2020-01-01,11764.0
Illinois,"Lincoln, Illinois",2021-01-01,8147.0
Illinois,"Lincoln, Illinois",2022-01-01,15547.0
Nebraska,"Lincoln, Nebraska",2005-01-01,5292.0
Nebraska,"Lincoln, Nebraska",2006-01-01,5154.0
Nebraska,"Lincoln, Nebraska",2007-01-01,11937.0
Nebraska,"Lincoln, Nebraska",2008-01-01,11935.0
Nebraska,"Lincoln, Nebraska",2009-01-01,10968.0
Nebraska,"Lincoln, Nebraska",2010-01-01,11779.0
Nebraska,"Lincoln, Nebraska",2011-01-01,11756.0
Nebraska,"Lincoln, Nebraska",2012-01-01,12468.0
Nebraska,"Lincoln, Nebraska",2013-01-01,13160.0
Nebraska,"Lincoln, Nebraska",2014-01-01,13313.0
Nebraska,"Lincoln, Nebraska",2015-01-01,15384.0
Nebraska,"Lincoln, Nebraska",2016-01-01,14726.0
Nebraska,"Lincoln, Nebraska",2017-01-01,15964.0
Nebraska,"Lincoln, Nebraska",2018-01-01,3278.0
Nebraska,"Lincoln, Nebraska",2018-01-01,15196.0
Nebraska,"Lincoln, Nebraska",2019-01-01,14884.0
Nebraska,"Lincoln, Nebraska",2020-01-01,8805.0
Nebraska,"Lincoln, Nebraska",2021-01-01,5967.0
Nebraska,"Lincoln, Nebraska",2022-01-01,8860.0
Arkansas,"Little Rock, Arkansas",2005-01-01,7290.0
Arkansas,"Little Rock, Arkansas",2006-01-01,7759.0
Arkansas,"Little Rock, Arkansas",2007-01-01,16308.0
Arkansas,"Little Rock, Arkansas",2008-01-01,19724.0
Arkansas,"Little Rock, Arkansas",2009-01-01,19731.0
Arkansas,"Little Rock, Arkansas",2010-01-01,22218.0
Arkansas,"Little Rock, Arkansas",2011-01-01,23336.0
Arkansas,"Little Rock, Arkansas",2012-01-01,24036.0
Arkansas,"Little Rock, Arkansas",2013-01-01,22351.0
Arkansas,"Little Rock, Arkansas",2014-01-01,19652.0
Arkansas,"Little Rock, Arkansas",2015-01-01,19676.0
Arkansas,"Little Rock, Arkansas",2016-01-01,18333.0
Arkansas,"Little Rock, Arkansas",2017-01-01,20574.0
Arkansas,"Little Rock, Arkansas",2018-01-01,19406.0
Arkansas,"Little Rock, Arkansas",2019-01-01,17755.0
Arkansas,"Little Rock, Arkansas",2020-01-01,10538.0
Arkansas,"Little Rock, Arkansas",2021-01-01,8439.0
Arkansas,"Little Rock, Arkansas",2022-01-01,13492.0
California,"Lodi, California",2005-01-01,2851.0
California,"Lodi, California",2006-01-01,3291.0
California,"Lodi, California",2007-01-01,5799.0
California,"Lodi, California",2008-01-01,7657.0
California,"Lodi, California",2009-01-01,7396.0
California,"Lodi, California",2010-01-01,7443.0
California,"Lodi, California",2011-01-01,7422.0
California,"Lodi, California",2012-01-01,8439.0
California,"Lodi, California",2013-01-01,9695.0
California,"Lodi, California",2014-01-01,9838.0
California,"Lodi, California",2015-01-01,10185.0
California,"Lodi, California",2016-01-01,8617.0
California,"Lodi, California",2017-01-01,7978.0
California,"Lodi, California",2018-01-01,9278.0
California,"Lodi, California",2019-01-01,11285.0
California,"Lodi, California",2020-01-01,4639.0
California,"Lodi, California",2022-01-01,1584.0
California,"Lompoc-Surf, California",2005-01-01,2219.0
California,"Lompoc-Surf, California",2006-01-01,3497.0
California,"Lompoc-Surf, California",2007-01-01,7175.0
California,"Lompoc-Surf, California",2008-01-01,8190.0
California,"Lompoc-Surf, California",2009-01-01,7274.0
California,"Lompoc-Surf, California",2010-01-01,6422.0
California,"Lompoc-Surf, California",2011-01-01,5950.0
California,"Lompoc-Surf, California",2012-01-01,7096.0
California,"Lompoc-Surf, California",2013-01-01,8341.0
California,"Lompoc-Surf, California",2014-01-01,8097.0
California,"Lompoc-Surf, California",2015-01-01,8158.0
California,"Lompoc-Surf, California",2016-01-01,7921.0
California,"Lompoc-Surf, California",2017-01-01,7823.0
California,"Lompoc-Surf, California",2018-01-01,5946.0
California,"Lompoc-Surf, California",2019-01-01,6610.0
California,"Lompoc-Surf, California",2020-01-01,5093.0
California,"Lompoc-Surf, California",2021-01-01,3712.0
California,"Lompoc-Surf, California",2022-01-01,7560.0
Texas,"Longview, Texas",2005-01-01,12664.0
Texas,"Longview, Texas",2006-01-01,12144.0
Texas,"Longview, Texas",2007-01-01,21610.0
Texas,"Longview, Texas",2008-01-01,27920.0
Texas,"Longview, Texas",2009-01-01,28828.0
Texas,"Longview, Texas",2010-01-01,34033.0
Texas,"Longview, Texas",2011-01-01,35469.0
Texas,"Longview, Texas",2012-01-01,49126.0
Texas,"Longview, Texas",2013-01-01,41305.0
Texas,"Longview, Texas",2014-01-01,38365.0
Texas,"Longview, Texas",2015-01-01,32278.0
Texas,"Longview, Texas",2016-01-01,29448.0
Texas,"Longview, Texas",2017-01-01,33936.0
Texas,"Longview, Texas",2018-01-01,34768.0
Texas,"Longview, Texas",2019-01-01,28836.0
Texas,"Longview, Texas",2020-01-01,18882.0
Texas,"Longview, Texas",2021-01-01,14802.0
Texas,"Longview, Texas",2022-01-01,23412.0
New Mexico,"Lordsburg, New Mexico",2005-01-01,117.0
New Mexico,"Lordsburg, New Mexico",2006-01-01,173.0
New Mexico,"Lordsburg, New Mexico",2007-01-01,397.0
New Mexico,"Lordsburg, New Mexico",2008-01-01,393.0
New Mexico,"Lordsburg, New Mexico",2009-01-01,404.0
New Mexico,"Lordsburg, New Mexico",2010-01-01,472.0
New Mexico,"Lordsburg, New Mexico",2011-01-01,510.0
New Mexico,"Lordsburg, New Mexico",2012-01-01,483.0
New Mexico,"Lordsburg, New Mexico",2013-01-01,736.0
New Mexico,"Lordsburg, New Mexico",2014-01-01,729.0
New Mexico,"Lordsburg, New Mexico",2015-01-01,842.0
New Mexico,"Lordsburg, New Mexico",2016-01-01,579.0
New Mexico,"Lordsburg, New Mexico",2017-01-01,742.0
New Mexico,"Lordsburg, New Mexico",2018-01-01,733.0
New Mexico,"Lordsburg, New Mexico",2019-01-01,624.0
New Mexico,"Lordsburg, New Mexico",2020-01-01,455.0
New Mexico,"Lordsburg, New Mexico",2021-01-01,519.0
New Mexico,"Lordsburg, New Mexico",2022-01-01,661.0
Virginia,"Lorton (Auto Train), Virginia",2005-01-01,108434.0
Virginia,"Lorton (Auto Train), Virginia",2006-01-01,107834.0
Virginia,"Lorton (Auto Train), Virginia",2007-01-01,217822.0
Virginia,"Lorton (Auto Train), Virginia",2008-01-01,234839.0
Virginia,"Lorton (Auto Train), Virginia",2009-01-01,232955.0
Virginia,"Lorton (Auto Train), Virginia",2010-01-01,244252.0
Virginia,"Lorton (Auto Train), Virginia",2011-01-01,259944.0
Virginia,"Lorton (Auto Train), Virginia",2012-01-01,264096.0
Virginia,"Lorton (Auto Train), Virginia",2013-01-01,265274.0
Virginia,"Lorton (Auto Train), Virginia",2014-01-01,274445.0
Virginia,"Lorton (Auto Train), Virginia",2015-01-01,271622.0
Virginia,"Lorton (Auto Train), Virginia",2016-01-01,238448.0
Virginia,"Lorton (Auto Train), Virginia",2017-01-01,228943.0
Virginia,"Lorton (Auto Train), Virginia",2018-01-01,224812.0
Virginia,"Lorton (Auto Train), Virginia",2019-01-01,236035.0
Virginia,"Lorton (Auto Train), Virginia",2020-01-01,163468.0
Virginia,"Lorton (Auto Train), Virginia",2021-01-01,197708.0
Virginia,"Lorton (Auto Train), Virginia",2022-01-01,269381.0
California,"Los Angeles, California",2005-01-01,690068.0
California,"Los Angeles, California",2006-01-01,707250.0
California,"Los Angeles, California",2007-01-01,1464289.0
California,"Los Angeles, California",2008-01-01,1582364.0
California,"Los Angeles, California",2009-01-01,1475920.0
California,"Los Angeles, California",2010-01-01,1517342.0
California,"Los Angeles, California",2011-01-01,1606121.0
California,"Los Angeles, California",2012-01-01,1657446.0
California,"Los Angeles, California",2013-01-01,1643706.0
California,"Los Angeles, California",2014-01-01,1551090.0
California,"Los Angeles, California",2015-01-01,1589391.0
California,"Los Angeles, California",2016-01-01,1635039.0
California,"Los Angeles, California",2017-01-01,1716392.0
California,"Los Angeles, California",2018-01-01,1717405.0
California,"Los Angeles, California",2019-01-01,1413006.0
California,"Los Angeles, California",2020-01-01,708925.0
California,"Los Angeles, California",2021-01-01,466417.0
California,"Los Angeles, California",2022-01-01,928558.0
Kentucky,"Louisville, Kentucky",2005-01-01,50.0
Kentucky,"Louisville, Kentucky",2006-01-01,50.0
Virginia,"Lynchburg, Virginia",2005-01-01,8498.0
Virginia,"Lynchburg, Virginia",2006-01-01,8117.0
Virginia,"Lynchburg, Virginia",2007-01-01,18744.0
Virginia,"Lynchburg, Virginia",2008-01-01,25383.0
Virginia,"Lynchburg, Virginia",2009-01-01,23641.0
Virginia,"Lynchburg, Virginia",2010-01-01,58348.0
Virginia,"Lynchburg, Virginia",2011-01-01,76179.0
Virginia,"Lynchburg, Virginia",2012-01-01,86498.0
Virginia,"Lynchburg, Virginia",2013-01-01,93337.0
Virginia,"Lynchburg, Virginia",2014-01-01,86302.0
Virginia,"Lynchburg, Virginia",2015-01-01,84975.0
Virginia,"Lynchburg, Virginia",2016-01-01,82786.0
Virginia,"Lynchburg, Virginia",2017-01-01,82251.0
Virginia,"Lynchburg, Virginia",2018-01-01,58160.0
Virginia,"Lynchburg, Virginia",2019-01-01,54632.0
Virginia,"Lynchburg, Virginia",2020-01-01,31361.0
Virginia,"Lynchburg, Virginia",2021-01-01,28459.0
Virginia,"Lynchburg, Virginia",2022-01-01,48326.0
Illinois,"Macomb, Illinois",2005-01-01,19121.0
Illinois,"Macomb, Illinois",2006-01-01,19482.0
Illinois,"Macomb, Illinois",2007-01-01,58262.0
Illinois,"Macomb, Illinois",2008-01-01,69193.0
Illinois,"Macomb, Illinois",2009-01-01,69795.0
Illinois,"Macomb, Illinois",2010-01-01,72717.0
Illinois,"Macomb, Illinois",2011-01-01,78129.0
Illinois,"Macomb, Illinois",2012-01-01,80000.0
Illinois,"Macomb, Illinois",2013-01-01,77082.0
Illinois,"Macomb, Illinois",2014-01-01,72550.0
Illinois,"Macomb, Illinois",2015-01-01,71231.0
Illinois,"Macomb, Illinois",2016-01-01,67981.0
Illinois,"Macomb, Illinois",2017-01-01,67011.0
Illinois,"Macomb, Illinois",2018-01-01,61002.0
Illinois,"Macomb, Illinois",2019-01-01,56878.0
Illinois,"Macomb, Illinois",2020-01-01,33061.0
Illinois,"Macomb, Illinois",2021-01-01,25707.0
Illinois,"Macomb, Illinois",2022-01-01,41675.0
California,"Madera, California",2005-01-01,5565.0
California,"Madera, California",2006-01-01,6071.0
California,"Madera, California",2007-01-01,14362.0
California,"Madera, California",2008-01-01,17875.0
California,"Madera, California",2009-01-01,17071.0
California,"Madera, California",2010-01-01,20031.0
California,"Madera, California",2011-01-01,21739.0
California,"Madera, California",2012-01-01,24770.0
California,"Madera, California",2013-01-01,27474.0
California,"Madera, California",2014-01-01,28993.0
California,"Madera, California",2015-01-01,27718.0
California,"Madera, California",2016-01-01,27136.0
California,"Madera, California",2017-01-01,27751.0
California,"Madera, California",2018-01-01,28384.0
California,"Madera, California",2019-01-01,27591.0
California,"Madera, California",2020-01-01,16854.0
California,"Madera, California",2021-01-01,11819.0
California,"Madera, California",2022-01-01,19014.0
Florida,"Madison, Florida",2005-01-01,187.0
Montana,"Malta, Montana",2005-01-01,1717.0
Montana,"Malta, Montana",2006-01-01,1790.0
Montana,"Malta, Montana",2007-01-01,3661.0
Montana,"Malta, Montana",2008-01-01,4095.0
Montana,"Malta, Montana",2009-01-01,3611.0
Montana,"Malta, Montana",2010-01-01,3372.0
Montana,"Malta, Montana",2011-01-01,2934.0
Montana,"Malta, Montana",2012-01-01,3466.0
Montana,"Malta, Montana",2013-01-01,3956.0
Montana,"Malta, Montana",2014-01-01,3165.0
Montana,"Malta, Montana",2015-01-01,3211.0
Montana,"Malta, Montana",2016-01-01,3829.0
Montana,"Malta, Montana",2017-01-01,3695.0
Montana,"Malta, Montana",2018-01-01,3570.0
Montana,"Malta, Montana",2019-01-01,4265.0
Montana,"Malta, Montana",2020-01-01,2806.0
Montana,"Malta, Montana",2021-01-01,2598.0
Montana,"Malta, Montana",2022-01-01,3610.0
Arkansas,"Malvern, Arkansas",2005-01-01,779.0
Arkansas,"Malvern, Arkansas",2006-01-01,645.0
Arkansas,"Malvern, Arkansas",2007-01-01,1547.0
Arkansas,"Malvern, Arkansas",2008-01-01,1716.0
