,State,Station,Year,Ridership
6019,Arkansas,"Walnut Ridge, Arkansas",2012-01-01,4766.0
5419,Arkansas,"Walnut Ridge, Arkansas",2013-01-01,4731.0
4819,Arkansas,"Walnut Ridge, Arkansas",2014-01-01,4046.0
4219,Arkansas,"Walnut Ridge, Arkansas",2015-01-01,3738.0
3619,Arkansas,"Walnut Ridge, Arkansas",2016-01-01,3345.0
3019,Arkansas,"Walnut Ridge, Arkansas",2017-01-01,3486.0
2419,Arkansas,"Walnut Ridge, Arkansas",2018-01-01,3421.0
1819,Arkansas,"Walnut Ridge, Arkansas",2019-01-01,2878.0
1219,Arkansas,"Walnut Ridge, Arkansas",2020-01-01,1975.0
619,Arkansas,"Walnut Ridge, Arkansas",2021-01-01,1565.0
19,Arkansas,"Walnut Ridge, Arkansas",2022-01-01,2340.0
10526,Missouri,"Warrensburg, Missouri",2005-01-01,5026.0
9926,Missouri,"Warrensburg, Missouri",2006-01-01,5008.0
9326,Missouri,"Warrensburg, Missouri",2007-01-01,10112.0
8726,Missouri,"Warrensburg, Missouri",2008-01-01,12314.0
8126,Missouri,"Warrensburg, Missouri",2009-01-01,11695.0
7526,Missouri,"Warrensburg, Missouri",2010-01-01,13402.0
6926,Missouri,"Warrensburg, Missouri",2011-01-01,14352.0
6326,Missouri,"Warrensburg, Missouri",2012-01-01,16074.0
5726,Missouri,"Warrensburg, Missouri",2013-01-01,17189.0
5126,Missouri,"Warrensburg, Missouri",2014-01-01,18450.0
4526,Missouri,"Warrensburg, Missouri",2015-01-01,15656.0
3926,Missouri,"Warrensburg, Missouri",2016-01-01,13812.0
3326,Missouri,"Warrensburg, Missouri",2017-01-01,13144.0
2726,Missouri,"Warrensburg, Missouri",2018-01-01,12046.0
2126,Missouri,"Warrensburg, Missouri",2019-01-01,10703.0
1526,Missouri,"Warrensburg, Missouri",2020-01-01,6135.0
926,Missouri,"Warrensburg, Missouri",2021-01-01,4836.0
326,Missouri,"Warrensburg, Missouri",2022-01-01,6103.0
10308,California,"Wasco, California",2005-01-01,5340.0
9708,California,"Wasco, California",2006-01-01,5507.0
9108,California,"Wasco, California",2007-01-01,14729.0
8508,California,"Wasco, California",2008-01-01,18635.0
7908,California,"Wasco, California",2009-01-01,17291.0
7308,California,"Wasco, California",2010-01-01,18044.0
6708,California,"Wasco, California",2011-01-01,18209.0
6108,California,"Wasco, California",2012-01-01,21117.0
5508,California,"Wasco, California",2013-01-01,49245.0
4908,California,"Wasco, California",2014-01-01,42159.0
4308,California,"Wasco, California",2015-01-01,39678.0
3708,California,"Wasco, California",2016-01-01,41424.0
3108,California,"Wasco, California",2017-01-01,41828.0
2508,California,"Wasco, California",2018-01-01,36559.0
1908,California,"Wasco, California",2019-01-01,39232.0
1308,California,"Wasco, California",2020-01-01,26997.0
708,California,"Wasco, California",2021-01-01,13916.0
108,California,"Wasco, California",2022-01-01,22781.0
10336,District of Columbia,"Washington Union Station, District of Columbia",2005-01-01,1880852.0
9736,District of Columbia,"Washington Union Station, District of Columbia",2006-01-01,1943778.0
9136,District of Columbia,"Washington Union Station, District of Columbia",2007-01-01,4108569.0
8536,District of Columbia,"Washington Union Station, District of Columbia",2008-01-01,4489955.0
7936,District of Columbia,"Washington Union Station, District of Columbia",2009-01-01,4278930.0
7336,District of Columbia,"Washington Union Station, District of Columbia",2010-01-01,4572878.0
6736,District of Columbia,"Washington Union Station, District of Columbia",2011-01-01,4850685.0
6136,District of Columbia,"Washington Union Station, District of Columbia",2012-01-01,5013991.0
5536,District of Columbia,"Washington Union Station, District of Columbia",2013-01-01,5033392.0
4936,District of Columbia,"Washington Union Station, District of Columbia",2014-01-01,5028928.0
4336,District of Columbia,"Washington Union Station, District of Columbia",2015-01-01,4971128.0
3736,District of Columbia,"Washington Union Station, District of Columbia",2016-01-01,5098562.0
3136,District of Columbia,"Washington Union Station, District of Columbia",2017-01-01,5225460.0
2536,District of Columbia,"Washington Union Station, District of Columbia",2018-01-01,5197237.0
1936,District of Columbia,"Washington Union Station, District of Columbia",2019-01-01,5207223.0
1336,District of Columbia,"Washington Union Station, District of Columbia",2020-01-01,2606059.0
736,District of Columbia,"Washington Union Station, District of Columbia",2021-01-01,1758409.0
136,District of Columbia,"Washington Union Station, District of Columbia",2022-01-01,3631677.0
10527,Missouri,"Washington, Missouri",2005-01-01,5096.0
9927,Missouri,"Washington, Missouri",2006-01-01,4081.0
9327,Missouri,"Washington, Missouri",2007-01-01,8536.0
8727,Missouri,"Washington, Missouri",2008-01-01,12071.0
8127,Missouri,"Washington, Missouri",2009-01-01,12694.0
7527,Missouri,"Washington, Missouri",2010-01-01,13211.0
6927,Missouri,"Washington, Missouri",2011-01-01,13775.0
6327,Missouri,"Washington, Missouri",2012-01-01,14289.0
5727,Missouri,"Washington, Missouri",2013-01-01,15898.0
5127,Missouri,"Washington, Missouri",2014-01-01,15604.0
4527,Missouri,"Washington, Missouri",2015-01-01,15875.0
3927,Missouri,"Washington, Missouri",2016-01-01,15753.0
3327,Missouri,"Washington, Missouri",2017-01-01,16112.0
2727,Missouri,"Washington, Missouri",2018-01-01,15890.0
2127,Missouri,"Washington, Missouri",2019-01-01,12917.0
1527,Missouri,"Washington, Missouri",2020-01-01,7191.0
927,Missouri,"Washington, Missouri",2021-01-01,5722.0
327,Missouri,"Washington, Missouri",2022-01-01,9210.0
10735,Vermont,"Waterbury, Vermont",2005-01-01,1291.0
10135,Vermont,"Waterbury, Vermont",2006-01-01,1316.0
9535,Vermont,"Waterbury, Vermont",2007-01-01,3427.0
8935,Vermont,"Waterbury, Vermont",2008-01-01,4421.0
8335,Vermont,"Waterbury, Vermont",2009-01-01,4275.0
7735,Vermont,"Waterbury, Vermont",2010-01-01,5129.0
7135,Vermont,"Waterbury, Vermont",2011-01-01,4818.0
6535,Vermont,"Waterbury, Vermont",2012-01-01,5005.0
5935,Vermont,"Waterbury, Vermont",2013-01-01,5501.0
5335,Vermont,"Waterbury, Vermont",2014-01-01,6617.0
4735,Vermont,"Waterbury, Vermont",2015-01-01,5891.0
4135,Vermont,"Waterbury, Vermont",2016-01-01,5397.0
3535,Vermont,"Waterbury, Vermont",2017-01-01,5830.0
2935,Vermont,"Waterbury, Vermont",2018-01-01,5179.0
2335,Vermont,"Waterbury, Vermont",2019-01-01,5377.0
1735,Vermont,"Waterbury, Vermont",2020-01-01,2775.0
1135,Vermont,"Waterbury, Vermont",2021-01-01,1005.0
535,Vermont,"Waterbury, Vermont",2022-01-01,4423.0
10415,Indiana,"Waterloo, Indiana",2005-01-01,9380.0
9815,Indiana,"Waterloo, Indiana",2006-01-01,8365.0
9215,Indiana,"Waterloo, Indiana",2007-01-01,16217.0
8615,Indiana,"Waterloo, Indiana",2008-01-01,17881.0
8015,Indiana,"Waterloo, Indiana",2009-01-01,19074.0
7415,Indiana,"Waterloo, Indiana",2010-01-01,21372.0
6815,Indiana,"Waterloo, Indiana",2011-01-01,22662.0
6215,Indiana,"Waterloo, Indiana",2012-01-01,24064.0
5615,Indiana,"Waterloo, Indiana",2013-01-01,24299.0
5015,Indiana,"Waterloo, Indiana",2014-01-01,22814.0
4415,Indiana,"Waterloo, Indiana",2015-01-01,20030.0
3815,Indiana,"Waterloo, Indiana",2016-01-01,20515.0
3215,Indiana,"Waterloo, Indiana",2017-01-01,23137.0
2615,Indiana,"Waterloo, Indiana",2018-01-01,21866.0
2015,Indiana,"Waterloo, Indiana",2019-01-01,20995.0
1415,Indiana,"Waterloo, Indiana",2020-01-01,11559.0
815,Indiana,"Waterloo, Indiana",2021-01-01,9287.0
215,Indiana,"Waterloo, Indiana",2022-01-01,16945.0
10446,Maine,"Wells, Maine",2005-01-01,14375.0
9846,Maine,"Wells, Maine",2006-01-01,16154.0
9246,Maine,"Wells, Maine",2007-01-01,34522.0
8646,Maine,"Wells, Maine",2008-01-01,48452.0
8046,Maine,"Wells, Maine",2009-01-01,46177.0
7446,Maine,"Wells, Maine",2010-01-01,48473.0
6846,Maine,"Wells, Maine",2011-01-01,52728.0
6246,Maine,"Wells, Maine",2012-01-01,55503.0
5646,Maine,"Wells, Maine",2013-01-01,52448.0
5046,Maine,"Wells, Maine",2014-01-01,50510.0
4446,Maine,"Wells, Maine",2015-01-01,48674.0
3846,Maine,"Wells, Maine",2016-01-01,48790.0
3246,Maine,"Wells, Maine",2017-01-01,68752.0
2646,Maine,"Wells, Maine",2018-01-01,56898.0
2046,Maine,"Wells, Maine",2019-01-01,57636.0
1446,Maine,"Wells, Maine",2020-01-01,24680.0
846,Maine,"Wells, Maine",2021-01-01,21919.0
246,Maine,"Wells, Maine",2022-01-01,42513.0
10778,Washington,"Wenatchee, Washington",2005-01-01,7005.0
10178,Washington,"Wenatchee, Washington",2006-01-01,7883.0
9578,Washington,"Wenatchee, Washington",2007-01-01,16553.0
8978,Washington,"Wenatchee, Washington",2008-01-01,19275.0
8378,Washington,"Wenatchee, Washington",2009-01-01,17519.0
7778,Washington,"Wenatchee, Washington",2010-01-01,16912.0
7178,Washington,"Wenatchee, Washington",2011-01-01,13664.0
6578,Washington,"Wenatchee, Washington",2012-01-01,15895.0
5978,Washington,"Wenatchee, Washington",2013-01-01,14420.0
5378,Washington,"Wenatchee, Washington",2014-01-01,13480.0
4778,Washington,"Wenatchee, Washington",2015-01-01,12696.0
4178,Washington,"Wenatchee, Washington",2016-01-01,15337.0
3578,Washington,"Wenatchee, Washington",2017-01-01,15099.0
2978,Washington,"Wenatchee, Washington",2018-01-01,17301.0
2378,Washington,"Wenatchee, Washington",2019-01-01,13623.0
1778,Washington,"Wenatchee, Washington",2020-01-01,9356.0
1178,Washington,"Wenatchee, Washington",2021-01-01,6581.0
578,Washington,"Wenatchee, Washington",2022-01-01,9002.0
10537,Montana,"West Glacier, Montana",2005-01-01,2416.0
9937,Montana,"West Glacier, Montana",2006-01-01,2812.0
9337,Montana,"West Glacier, Montana",2007-01-01,6416.0
8737,Montana,"West Glacier, Montana",2008-01-01,7396.0
8137,Montana,"West Glacier, Montana",2009-01-01,6644.0
7537,Montana,"West Glacier, Montana",2010-01-01,7895.0
6937,Montana,"West Glacier, Montana",2011-01-01,5018.0
6337,Montana,"West Glacier, Montana",2012-01-01,6175.0
5737,Montana,"West Glacier, Montana",2013-01-01,6434.0
5137,Montana,"West Glacier, Montana",2014-01-01,5013.0
4537,Montana,"West Glacier, Montana",2015-01-01,5761.0
3937,Montana,"West Glacier, Montana",2016-01-01,6261.0
3337,Montana,"West Glacier, Montana",2017-01-01,5495.0
2737,Montana,"West Glacier, Montana",2018-01-01,4891.0
2137,Montana,"West Glacier, Montana",2019-01-01,5888.0
1537,Montana,"West Glacier, Montana",2020-01-01,2196.0
937,Montana,"West Glacier, Montana",2021-01-01,3909.0
337,Montana,"West Glacier, Montana",2022-01-01,4413.0
10361,Florida,"West Palm Beach, Florida",2005-01-01,24345.0
9761,Florida,"West Palm Beach, Florida",2006-01-01,20676.0
9161,Florida,"West Palm Beach, Florida",2007-01-01,43643.0
8561,Florida,"West Palm Beach, Florida",2008-01-01,52249.0
7961,Florida,"West Palm Beach, Florida",2009-01-01,54119.0
7361,Florida,"West Palm Beach, Florida",2010-01-01,62233.0
6761,Florida,"West Palm Beach, Florida",2011-01-01,66303.0
6161,Florida,"West Palm Beach, Florida",2012-01-01,67992.0
5561,Florida,"West Palm Beach, Florida",2013-01-01,64994.0
4961,Florida,"West Palm Beach, Florida",2014-01-01,62990.0
4361,Florida,"West Palm Beach, Florida",2015-01-01,59071.0
3761,Florida,"West Palm Beach, Florida",2016-01-01,57038.0
3161,Florida,"West Palm Beach, Florida",2017-01-01,54828.0
2561,Florida,"West Palm Beach, Florida",2018-01-01,53974.0
1961,Florida,"West Palm Beach, Florida",2019-01-01,53716.0
1361,Florida,"West Palm Beach, Florida",2020-01-01,32819.0
761,Florida,"West Palm Beach, Florida",2021-01-01,28756.0
161,Florida,"West Palm Beach, Florida",2022-01-01,39440.0
10682,Rhode Island,"Westerly, Rhode Island",2005-01-01,13567.0
10082,Rhode Island,"Westerly, Rhode Island",2006-01-01,15482.0
9482,Rhode Island,"Westerly, Rhode Island",2007-01-01,34483.0
8882,Rhode Island,"Westerly, Rhode Island",2008-01-01,36430.0
8282,Rhode Island,"Westerly, Rhode Island",2009-01-01,38792.0
7682,Rhode Island,"Westerly, Rhode Island",2010-01-01,38589.0
7082,Rhode Island,"Westerly, Rhode Island",2011-01-01,41335.0
6482,Rhode Island,"Westerly, Rhode Island",2012-01-01,42023.0
5882,Rhode Island,"Westerly, Rhode Island",2013-01-01,39186.0
5282,Rhode Island,"Westerly, Rhode Island",2014-01-01,39299.0
4682,Rhode Island,"Westerly, Rhode Island",2015-01-01,40916.0
4082,Rhode Island,"Westerly, Rhode Island",2016-01-01,42560.0
3482,Rhode Island,"Westerly, Rhode Island",2017-01-01,43670.0
2882,Rhode Island,"Westerly, Rhode Island",2018-01-01,44398.0
2282,Rhode Island,"Westerly, Rhode Island",2019-01-01,45379.0
1682,Rhode Island,"Westerly, Rhode Island",2020-01-01,19113.0
1082,Rhode Island,"Westerly, Rhode Island",2021-01-01,26722.0
482,Rhode Island,"Westerly, Rhode Island",2022-01-01,41293.0
10600,New York,"Westport, New York",2005-01-01,2118.0
10000,New York,"Westport, New York",2006-01-01,2403.0
9400,New York,"Westport, New York",2007-01-01,5424.0
8800,New York,"Westport, New York",2008-01-01,5431.0
8200,New York,"Westport, New York",2009-01-01,4639.0
7600,New York,"Westport, New York",2010-01-01,5230.0
7000,New York,"Westport, New York",2011-01-01,4520.0
6400,New York,"Westport, New York",2012-01-01,4751.0
5800,New York,"Westport, New York",2013-01-01,5072.0
5200,New York,"Westport, New York",2014-01-01,4977.0
4600,New York,"Westport, New York",2015-01-01,5097.0
4000,New York,"Westport, New York",2016-01-01,5693.0
3400,New York,"Westport, New York",2017-01-01,5699.0
2800,New York,"Westport, New York",2018-01-01,2626.0
2200,New York,"Westport, New York",2019-01-01,4733.0
1600,New York,"Westport, New York",2020-01-01,1467.0
10736,Vermont,"White River Junction, Vermont",2005-01-01,5647.0
10136,Vermont,"White River Junction, Vermont",2006-01-01,6083.0
9536,Vermont,"White River Junction, Vermont",2007-01-01,14317.0
8936,Vermont,"White River Junction, Vermont",2008-01-01,16033.0
8336,Vermont,"White River Junction, Vermont",2009-01-01,15686.0
7736,Vermont,"White River Junction, Vermont",2010-01-01,16352.0
7136,Vermont,"White River Junction, Vermont",2011-01-01,14109.0
6536,Vermont,"White River Junction, Vermont",2012-01-01,15125.0
5936,Vermont,"White River Junction, Vermont",2013-01-01,15480.0
5336,Vermont,"White River Junction, Vermont",2014-01-01,16257.0
4736,Vermont,"White River Junction, Vermont",2015-01-01,14810.0
4136,Vermont,"White River Junction, Vermont",2016-01-01,13988.0
3536,Vermont,"White River Junction, Vermont",2017-01-01,13554.0
2936,Vermont,"White River Junction, Vermont",2018-01-01,13864.0
2336,Vermont,"White River Junction, Vermont",2019-01-01,13513.0
1736,Vermont,"White River Junction, Vermont",2020-01-01,5934.0
1136,Vermont,"White River Junction, Vermont",2021-01-01,3132.0
536,Vermont,"White River Junction, Vermont",2022-01-01,12310.0
10790,West Virginia,"White Sulphur Springs, West Virginia",2005-01-01,1966.0
10190,West Virginia,"White Sulphur Springs, West Virginia",2006-01-01,1665.0
9590,West Virginia,"White Sulphur Springs, West Virginia",2007-01-01,3762.0
8990,West Virginia,"White Sulphur Springs, West Virginia",2008-01-01,4896.0
8390,West Virginia,"White Sulphur Springs, West Virginia",2009-01-01,4438.0
7790,West Virginia,"White Sulphur Springs, West Virginia",2010-01-01,4654.0
7190,West Virginia,"White Sulphur Springs, West Virginia",2011-01-01,6056.0
6590,West Virginia,"White Sulphur Springs, West Virginia",2012-01-01,5985.0
5990,West Virginia,"White Sulphur Springs, West Virginia",2013-01-01,5204.0
5390,West Virginia,"White Sulphur Springs, West Virginia",2014-01-01,5165.0
4790,West Virginia,"White Sulphur Springs, West Virginia",2015-01-01,5107.0
4190,West Virginia,"White Sulphur Springs, West Virginia",2016-01-01,5219.0
3590,West Virginia,"White Sulphur Springs, West Virginia",2017-01-01,5878.0
2990,West Virginia,"White Sulphur Springs, West Virginia",2018-01-01,5230.0
2390,West Virginia,"White Sulphur Springs, West Virginia",2019-01-01,5191.0
1790,West Virginia,"White Sulphur Springs, West Virginia",2020-01-01,4038.0
1190,West Virginia,"White Sulphur Springs, West Virginia",2021-01-01,2818.0
590,West Virginia,"White Sulphur Springs, West Virginia",2022-01-01,4293.0
10538,Montana,"Whitefish, Montana",2005-01-01,31038.0
9938,Montana,"Whitefish, Montana",2006-01-01,34526.0
9338,Montana,"Whitefish, Montana",2007-01-01,66922.0
8738,Montana,"Whitefish, Montana",2008-01-01,72207.0
8138,Montana,"Whitefish, Montana",2009-01-01,62492.0
7538,Montana,"Whitefish, Montana",2010-01-01,66813.0
6938,Montana,"Whitefish, Montana",2011-01-01,57823.0
6338,Montana,"Whitefish, Montana",2012-01-01,66614.0
5738,Montana,"Whitefish, Montana",2013-01-01,66840.0
5138,Montana,"Whitefish, Montana",2014-01-01,52012.0
4538,Montana,"Whitefish, Montana",2015-01-01,47548.0
3938,Montana,"Whitefish, Montana",2016-01-01,54842.0
3338,Montana,"Whitefish, Montana",2017-01-01,57093.0
2738,Montana,"Whitefish, Montana",2018-01-01,55473.0
2138,Montana,"Whitefish, Montana",2019-01-01,55642.0
1538,Montana,"Whitefish, Montana",2020-01-01,34919.0
938,Montana,"Whitefish, Montana",2021-01-01,30060.0
338,Montana,"Whitefish, Montana",2022-01-01,37597.0
10601,New York,"Whitehall, New York",2005-01-01,739.0
10001,New York,"Whitehall, New York",2006-01-01,770.0
9401,New York,"Whitehall, New York",2007-01-01,1605.0
8801,New York,"Whitehall, New York",2008-01-01,1477.0
8201,New York,"Whitehall, New York",2009-01-01,1362.0
7601,New York,"Whitehall, New York",2010-01-01,1739.0
7001,New York,"Whitehall, New York",2011-01-01,1655.0
6401,New York,"Whitehall, New York",2012-01-01,1537.0
5801,New York,"Whitehall, New York",2013-01-01,1329.0
5201,New York,"Whitehall, New York",2014-01-01,1595.0
4601,New York,"Whitehall, New York",2015-01-01,1866.0
4001,New York,"Whitehall, New York",2016-01-01,1776.0
3401,New York,"Whitehall, New York",2017-01-01,1638.0
2801,New York,"Whitehall, New York",2018-01-01,1653.0
2201,New York,"Whitehall, New York",2019-01-01,1893.0
1601,New York,"Whitehall, New York",2020-01-01,648.0
10362,Florida,"Wildwood, Florida",2005-01-01,98.0
10210,Arizona,"Williams Junction, Arizona",2005-01-01,2889.0
9610,Arizona,"Williams Junction, Arizona",2006-01-01,3319.0
9010,Arizona,"Williams Junction, Arizona",2007-01-01,7193.0
8410,Arizona,"Williams Junction, Arizona",2008-01-01,8199.0
7810,Arizona,"Williams Junction, Arizona",2009-01-01,6341.0
7210,Arizona,"Williams Junction, Arizona",2010-01-01,7642.0
6610,Arizona,"Williams Junction, Arizona",2011-01-01,7646.0
6010,Arizona,"Williams Junction, Arizona",2012-01-01,7487.0
5410,Arizona,"Williams Junction, Arizona",2013-01-01,6944.0
4810,Arizona,"Williams Junction, Arizona",2014-01-01,6025.0
4210,Arizona,"Williams Junction, Arizona",2015-01-01,6738.0
3610,Arizona,"Williams Junction, Arizona",2016-01-01,8051.0
3010,Arizona,"Williams Junction, Arizona",2017-01-01,9672.0
2411,Arizona,"Williams Junction, Arizona",2018-01-01,2032.0
10759,Virginia,"Williamsburg, Virginia",2005-01-01,19179.0
10159,Virginia,"Williamsburg, Virginia",2006-01-01,19374.0
9559,Virginia,"Williamsburg, Virginia",2007-01-01,41941.0
8959,Virginia,"Williamsburg, Virginia",2008-01-01,49685.0
8359,Virginia,"Williamsburg, Virginia",2009-01-01,48688.0
7759,Virginia,"Williamsburg, Virginia",2010-01-01,47176.0
7159,Virginia,"Williamsburg, Virginia",2011-01-01,53056.0
6559,Virginia,"Williamsburg, Virginia",2012-01-01,58894.0
5959,Virginia,"Williamsburg, Virginia",2013-01-01,62026.0
5359,Virginia,"Williamsburg, Virginia",2014-01-01,61074.0
4759,Virginia,"Williamsburg, Virginia",2015-01-01,61625.0
4159,Virginia,"Williamsburg, Virginia",2016-01-01,59677.0
3559,Virginia,"Williamsburg, Virginia",2017-01-01,60316.0
2959,Virginia,"Williamsburg, Virginia",2018-01-01,57212.0
2359,Virginia,"Williamsburg, Virginia",2019-01-01,54553.0
1759,Virginia,"Williamsburg, Virginia",2020-01-01,28872.0
1159,Virginia,"Williamsburg, Virginia",2021-01-01,28397.0
559,Virginia,"Williamsburg, Virginia",2022-01-01,48083.0
10627,North Dakota,"Williston, North Dakota",2005-01-01,9810.0
10027,North Dakota,"Williston, North Dakota",2006-01-01,10731.0
9427,North Dakota,"Williston, North Dakota",2007-01-01,22648.0
8827,North Dakota,"Williston, North Dakota",2008-01-01,23619.0
8227,North Dakota,"Williston, North Dakota",2009-01-01,21793.0
7627,North Dakota,"Williston, North Dakota",2010-01-01,24586.0
7027,North Dakota,"Williston, North Dakota",2011-01-01,29920.0
6427,North Dakota,"Williston, North Dakota",2012-01-01,54324.0
5827,North Dakota,"Williston, North Dakota",2013-01-01,51076.0
5227,North Dakota,"Williston, North Dakota",2014-01-01,44013.0
4627,North Dakota,"Williston, North Dakota",2015-01-01,38621.0
4027,North Dakota,"Williston, North Dakota",2016-01-01,28062.0
